Genotype,Replication,leaf_W1_Control,leaf_W1_Drought,leaf_W2_Control,leaf_W2_Drought,leaf_W3_Control,leaf_W3_Drought,leaf_W4_Control,leaf_W4_Drought,leaf_W5_Control,leaf_W5_Drought
DG_F3_307,3,0,0,4992.404116111969,4445.537640555999,14395.195184464084,7068.866586817379,37185.02686367735,8853.262712178424,53101.51684719421,9769.317070821606
DG_F3_309,3,0,0,6508.8637499196675,4039.1972476951523,17728.852192011436,7724.499068032243,32190.673908505203,9174.870524932476,43474.189910978625,9475.364300109017
DG_F3_312,3,0,0,2348.4083622983308,2126.4501060005614,7437.286785692225,2581.4244559667413,17595.512126537353,3844.6234001820085,30518.423293950105,4281.905186569559
DG_F3_315,3,0,0,2623.42951181986,2292.0061122635834,9444.538097416618,5142.740975039464,22032.68092676843,9488.741637457375,39387.514328329235,11936.573625911265
DG_F3_316,3,0,0,5726.452594352217,3444.2823085588057,20054.084954887865,7488.200435585017,42026.095158513075,10555.559695956033,66163.00774176732,11749.59442079263
DG_F3_317,3,0,0,2095.799296058591,1999.8343509717374,6581.198067535519,3030.5075989050647,16151.302072372257,3940.7195469941216,33951.17831514954,4802.366992092504
DG_F3_318,3,0,0,2625.831920524176,3357.8872829379916,8153.244814205255,6905.423718358012,19197.608841522648,9252.881220864498,32947.024583848324,9662.984673271068
DG_F3_324,3,0,0,7676.648402601582,4159.127805500092,22286.579629484662,7718.6719152966425,43614.7300157364,7874.214889720583,63272.054307664854,8024.845637302661
DG_F3_325,3,0,0,5331.531682813323,4278.688305839371,15398.846579490693,10877.192279629711,37507.792653133874,14447.645455802627,56801.34500923817,13309.936493008823
DG_F3_328,3,0,0,3941.652825163067,2280.0787439860214,12336.083794477227,7215.305528983819,30506.212443468652,9920.232416768524,42297.22510646559,10968.364687035777
DG_F3_329,3,0,0,5061.03169025879,3635.9949597883738,13301.269332866366,6836.833892314235,27409.45502305451,8440.730287268903,43731.95875547249,10354.811000464828
DG_F3_330,3,0,0,3598.3629849735657,3691.21711315594,10675.268106709866,8340.323036067655,23975.48572087782,10807.908612212455,33591.447128365144,11682.18737586901
DG_F3_331,3,0,0,3382.881007960189,4146.198566637894,10989.923961587496,7142.495676902627,23878.42024832023,11961.69446347598,43441.47543356563,12124.266684381999
DG_F3_332,3,0,0,4942.861924346644,4794.141982531385,16516.857264607912,9871.504046371661,34058.99925673779,15296.614268573427,58126.72733095033,17424.167363722907
DG_F3_333,3,0,0,3352.575361724025,3880.9022870869885,9624.322549737293,5833.338269723652,22354.969567343505,7465.006582713593,34014.75135706549,8436.302317825033
DG_F3_334,3,0,0,2537.057614701758,2969.107478589597,7485.856215139307,6896.859927481921,20488.156978598665,8402.86319251475,30606.58123830227,10447.432215596755
DG_F3_335,3,0,0,6320.56396969965,4993.328720039345,13825.990035838317,9566.11452170803,25410.289322557313,9915.495426756937,36095.15932383222,10944.387401471995
DG_F3_336,3,0,0,3647.9651613271817,2531.7570002399507,8549.24519480304,6084.334693120423,22514.95661304071,8653.902724230185,33538.61701597397,8940.165934813402
DG_F3_337,3,0,0,3955.2762503416243,3051.339732379557,12286.193359274757,7045.322883140168,26359.636782807993,9571.4712387807,43698.43972421965,9364.21716781064
DG_F3_338,3,0,0,4226.809475115445,1943.6237378452392,10736.985825671356,4221.301748535513,18973.89388567966,6400.4682887547515,36054.436787710016,6864.900463771851
DG_F3_342,3,0,0,3382.963620795902,3476.5101081063085,9692.452457203908,6933.6176260109205,19524.28563231314,9628.21485936464,30603.39681228301,9219.515990672324
DG_F3_344,4,0,0,2752.3041432535483,1975.137919562459,8956.637139023647,3703.2362199254917,32870.55485889978,4382.30498411503,58944.161313791206,4858.3513996687725
DG_F3_345,4,0,0,2991.5840733523683,5443.280237196055,10534.32177209729,11944.528733699166,31372.56013073567,10300.150989474605,58661.92432977855,8777.789557962773
DG_F3_346,4,0,0,6328.323505003124,3675.880802401207,17866.18190558416,6917.109337583947,43069.71107268333,8352.862036566505,69652.77904719426,8426.711610103495
DG_F3_349,4,0,0,6201.362561190951,4287.406454160253,20562.536330699848,3466.1681211133,55008.966142529665,4294.654314533375,75934.51699819762,5231.209487842239
DG_F3_351,4,0,0,5062.114071999677,3358.373335185665,15620.281578918502,8182.82522145732,39725.44044689959,8372.823356938385,56175.73456562192,9606.303170778965
DG_F3_352,4,0,0,3318.5603720263653,4032.543167269283,11575.491081384422,7359.320218331511,31706.427837633295,10820.53456854666,49247.593491000946,10325.1848981278
DG_F3_354,4,0,0,2503.701618475554,2163.6554076533016,10051.246851339345,4189.409532444456,24893.39338790402,6947.95615821357,39984.19728803892,7848.866116572646
DG_F3_355,4,0,0,3882.2391775643528,3585.0586226688933,13762.919105469617,5849.132998694835,28964.91779665044,5400.533398652427,42318.86746926285,5305.059061379232
DG_F3_356,4,0,0,3192.2209345261376,5764.315666711755,13656.641526127025,12470.834902332108,40684.20533106178,10811.99799655612,61743.49886118107,11404.988136541278
DG_F3_357,4,0,0,4445.150240011113,3281.5350474721135,14769.631373638624,11083.943567226874,34835.638999886665,13618.126414383847,50504.84592127342,10552.491691922976
DG_F3_360,4,0,0,2124.345133422781,703.4994461281984,7003.261080177969,2169.184985869871,19422.648055599217,5001.562905578567,27588.747445426256,7694.558895034894
DG_F3_363,4,0,0,1561.1781566122786,1500.3253768339005,5143.522259065765,3312.646922264183,14318.107038010592,5328.987054389114,24184.154148189034,5116.002325164789
DG_F3_364,4,0,0,3337.580293131623,2427.1101053270395,12082.631092132824,7136.080634960094,27286.79591560675,12102.217680757798,38084.92883752727,12432.53914575785
DG_F3_365,4,0,0,2886.3118718673336,3032.7497267200183,10805.106588332497,8988.324821134136,25157.23195712337,11789.96559779767,44213.51118162973,9834.578783236875
DG_F3_366,4,0,0,2547.4264154806247,2826.802642498601,9465.833604480693,4330.975874587337,23646.706564934608,8936.072591937236,39174.95951069173,9987.405357384407
DG_F3_367,4,0,0,2889.7941351739664,949.9632580092056,8887.467142423651,2006.6610852962572,20391.064567193967,4848.946546801252,37208.349023321105,6708.00902280928
DG_F3_368,4,0,0,2963.552310723908,1914.6598715309888,10088.189917705251,4948.049384160362,21433.10215735808,6211.169565201495,31604.711017844536,6264.838463197685
DG_F3_369,4,0,0,3683.74102928757,1264.2535160805617,11829.568345586755,2234.2694924486977,28444.004109253492,2778.215472582431,46352.479992980625,3283.006555063631
DG_F3_370,4,0,0,2082.960124886209,3180.284357417311,6519.939384854987,5760.102219508716,16275.596006273556,3384.3577829041888,31242.930365701617,5306.3569127953515
DG_F3_371,4,0,0,2268.680834573299,2141.2172018323463,8145.425165156162,6803.839812231974,22329.049205020307,6855.159781960961,38695.30287464948,7413.199331697918
DG_F3_372,4,0,0,2505.8494711712465,1861.7952758208448,9858.753550811796,4037.2958625959213,28578.551085990875,6303.50895151885,47158.34518460564,6619.618029532516
DG_F3_375,4,0,0,1701.7208413001908,3651.7608736185184,5252.048228889806,6802.907552764057,17370.333675771122,6477.704375038843,31218.591081750008,5898.168018747554
DG_F3_376,4,0,0,2740.733158092926,1629.27879676378,8842.983742126062,4323.380701863421,24853.15085420558,3416.447616157701,34133.866975713725,3103.0804777555572
DG_F3_377,4,0,0,4093.359387852841,2319.9733849061704,14523.304658738194,5233.375620135341,39518.80787777529,10503.959360799037,64056.61739705844,9631.30052023734
DG_F3_378,4,0,0,1875.2581993134186,2017.60142434623,5455.21681430488,6375.503145918714,20082.17593015731,10822.581883456598,31302.055723524743,11327.071352580528
DG_F3_381,4,0,0,3519.7090619276196,2970.4619985449435,13432.871834430716,6034.515535829838,35227.498729567975,6257.8190977921895,52496.43547850501,5135.186762646739
DG_F3_384,4,0,0,3247.315641120319,3176.0800500129776,11929.283549459104,5356.168815738001,31749.951559066856,4645.2478530612825,51333.23157690775,5003.134950955839
DG_F3_385,4,0,0,1799.4161496587194,954.9992870957005,7211.401716088603,4418.096435844096,19042.10339671479,6937.034098761008,29593.068742254018,7478.439214854731
DG_F3_386,4,0,0,1444.3166903692108,2317.6335964376717,5976.212759890174,7829.389205532136,16994.304077446996,8039.2755429954395,26327.77511708082,6657.858947314544
DG_F3_387,4,0,0,2265.3539478446523,1812.8790731512927,9274.665574765379,3986.606538977585,28415.60675467683,4733.775943318624,46269.80137389453,5564.400849635686
DG_F3_388,4,0,0,2653.95990918696,1962.3604809727667,9550.63265686636,6544.863615923722,27445.00583119157,7405.540180383066,44896.34554288575,7455.8273528583795
DG_F3_389,4,0,0,3360.146456134449,1461.9290824738873,11539.26091931751,3361.590544329851,30917.983102340146,3197.293522807453,45990.56224385714,3594.00648560116
DG_F3_402,4,0,0,1437.7360353015579,1575.8658131313314,4948.908525238639,1731.8364780334073,12292.581408187063,2292.4077520116693,19278.604828007265,3326.8593092505726
DG_F3_403,4,0,0,2833.52039454683,3372.064753645865,9499.596020897236,4246.971984689008,24310.566704078905,2627.591589922823,37676.5717711833,4298.346793210225
DG_F3_405,4,0,0,2417.056326751459,1943.459377250675,9885.999290751619,4063.27117051574,27877.638202896214,6863.632375360564,48888.06122933947,6907.951259281464
DG_F3_406,4,0,0,3274.1226707222995,2518.3984147933124,10519.442179805428,4756.6163002826015,30156.263138460632,4755.1265130936745,50488.82385414343,5237.64390613061
DG_F3_411,4,0,0,4632.3058980949,2507.0924837951366,15700.757506516673,6223.2066800960765,35498.6856969462,8317.7195105455,53963.28177268223,8666.092077988073
DG_F3_412,4,0,0,3289.6511887222186,3047.7938353885684,12059.607939194744,4872.774002025378,29872.198194706954,7058.4837439540215,43387.2825184898,8709.889993382783
DG_F3_415,4,0,0,3464.714893119193,2652.7534557578897,14552.08588486047,4805.706159127551,38213.343009333556,5520.749171020256,57308.51207733,6222.566894186721
DG_F3_418,4,0,0,3353.8856940214746,2476.209103970694,12054.169758965229,7963.799085288944,36452.38713262579,11306.26917072778,62337.71373419271,11026.152620014693
DG_F3_426,4,0,0,3240.5978890720908,3591.2371265935226,8129.074065272784,8143.112796083777,21172.992626010404,8343.265247926176,31579.43947442501,7977.408245560799
DG_F3_430,4,0,0,2975.836200183527,2556.2554610297266,11068.798920772568,6060.234929385914,25168.208855368164,9531.064347838801,35991.5859013121,9107.315860475486
DG_F3_433,4,0,0,4885.103590478522,4172.217571080213,13931.65806916268,5970.838558251591,34503.63581192487,7782.017628843741,50046.84146836349,8306.17594478099
DG_F3_437,4,0,0,5341.791912374921,3045.536305108415,15277.036438549476,3800.4562587513565,34196.035886505626,4298.831202541594,50334.406955021215,4079.6679693926408
DG_F3_439,4,0,0,7534.795213670213,4255.773610841994,25850.3394521239,3368.134640202684,55956.40681609627,5369.777976009855,78162.84105158866,6023.163905838137
DG_F3_441,4,0,0,2439.2203386112615,2119.144587959594,7901.04522737991,3458.984239331113,18236.40272146646,5733.395727692492,26375.05529578216,6671.084236040784
DG_F3_442,4,0,0,4987.240841007716,4771.523311970576,16188.758778776653,10811.02003809468,37003.97398447696,11022.323044357268,51459.2694010507,10944.433679792633
DG_F3_443,4,0,0,3758.0110335649956,2039.7745760047378,11034.817149187105,5878.1609993821485,26514.227010664312,8547.393512205284,39500.51000076773,9945.11550877603
DG_F3_444,4,0,0,3359.045110390488,3200.9494422894822,11785.67446230564,4149.514311096811,27029.97214189354,4388.337251260377,37812.44858863228,5482.901264582547
DG_F3_448,4,0,0,2687.4938306358736,3978.289322155968,10233.284222148288,7401.418131167078,26200.731915080294,6531.108218872587,37720.6987193314,6242.043805227233
DG_F3_449,4,0,0,4401.1695286423,1457.2769249330051,12411.67298531417,2555.9812670685737,26592.390569190102,4027.5802565724284,38446.47185490386,4929.5595713799985
DG_F3_453,4,0,0,4171.267032014885,4863.510477429839,15630.481594273366,4955.105308760679,39280.569884728844,6280.165905626093,57583.95819090479,8670.32380478852
DG_F3_456,4,0,0,2078.9843124495023,3010.5125964705744,7862.493556441911,7007.246032413381,19369.12539438231,5524.4919185899835,34053.8388982521,5410.239864877215
DG_F3_458,4,0,0,3607.240914126107,3282.3850487516856,12830.71447634437,8234.41938514746,32941.14152429906,8642.374300348407,43849.83859115486,11673.506282697628
DG_F3_459,4,0,0,4954.374124864273,6048.234373686153,19431.934091083574,7351.332034263276,52904.88394283603,6183.805007878505,77924.1140793115,6652.210551714807
DG_F3_460,4,0,0,4850.50945237982,4612.691890073813,16279.763754483069,7811.9047706093315,42822.15048495771,7372.490668265522,64293.41130190948,7710.233649814096
DG_F3_461,4,0,0,4689.365661410672,3310.3345531918,17830.659637552137,8252.954896921348,47213.49016009271,7383.431007315493,71062.1222978185,7140.339781156658
DG_F3_462,4,0,0,6799.772601808217,6415.626862233985,22593.207667194336,13228.770989547724,55034.38392272848,11275.111596942186,82249.35930011075,11305.702503208067
DG_F3_463,4,0,0,4703.907081150443,4053.5007257000166,15333.337598572725,7483.868255285544,38805.03529790259,7319.680911347608,57205.75332048886,8823.077260546412
DG_F3_464,4,0,0,4562.505255384254,2783.9095671756922,12583.81195412552,3500.268710081929,29759.778670634554,3528.0628379440564,41423.450529925525,3502.5079607646717
DG_F3_465,4,0,0,3590.5150824958228,3877.870353783327,9817.295423885584,5785.721075279037,22221.080762917274,8122.465990809017,31107.54252748337,8376.808309173797
DG_F3_469,4,0,0,5726.650556248148,2484.6634177728865,16734.477879859172,8627.266213088922,44431.63247772631,16396.597801330023,57883.469394470056,15741.502729143891
DG_F3_473,4,0,0,3667.2071334300927,3131.2676169620036,12165.684442965825,8835.004697856531,32269.26578169042,14376.684007911406,50674.8735965839,14574.834843837396
DG_F3_477,4,0,0,2453.6338011691623,3105.785858172259,7968.98135115472,5834.015771636645,23338.2657780345,12009.293347323317,37921.04310694661,12025.726705395038
DG_F3_478,4,0,0,4257.382215414087,5065.477517923144,14321.369946148303,10943.419162136372,36484.42212708706,8815.354130640626,51010.98055416426,9580.199905677278
DG_F3_479,4,0,0,2842.130084927009,3016.9195953628314,10206.906763085448,6835.335558569656,29729.516797122054,13567.84838170724,55447.40228641203,14621.603193811256
DG_F3_482,4,0,0,2772.5305177878754,1842.7479353194722,7204.373210884402,4310.4204672996275,25370.262385341222,5153.347542673719,46004.64667366165,6353.558489227832
DG_F3_483,4,0,0,8464.075107209836,6534.380266809003,23828.32350500312,8564.657127103872,58187.788132154164,8598.905417707076,80460.32596178101,8277.431277853537
DG_F3_485,4,0,0,3495.8359077099685,3582.1247472845653,11216.580326034897,7804.071963119083,30441.827009201945,9862.98527761224,48055.90083683996,10809.88670305525
DG_F3_487,4,0,0,5800.317333811039,4536.8863996139335,18009.132486866103,10938.565929023978,39458.43950732828,11916.442132278476,54619.47362071297,13921.010203671272
DG_F3_493,4,0,0,4438.49646655382,4303.958629615141,17631.73191873622,9232.649920118156,38822.62027061116,11636.78257150064,67365.55356104835,13371.30615035334
DG_F3_495,4,0,0,918.5771892559837,1001.0455929718601,2092.145622584808,1592.7196019434864,4065.802894757045,1947.0056191482436,5860.100757140924,2589.8899202643956
DG_F3_496,4,0,0,1411.7972865765605,1753.2327468019844,5577.671837355453,5883.6174592090765,22905.075878608845,9431.394842959977,37213.90602093379,10217.070219245492
DG_F3_497,4,0,0,4769.7776104179065,2134.3989119983617,14320.13607332312,3781.939026574878,34035.18456909504,4479.963733278737,50695.71233763146,5433.208179023064
DG_F3_498,4,0,0,3149.492375579919,1991.196545887273,10887.218539898875,4962.005856783009,27382.83692039966,7621.669000361935,43281.73612304362,8708.244829615871
DG_F3_502,4,0,0,4439.748618976415,1953.4308976379102,16121.389322521558,8103.546607489515,39712.79096549177,13437.450873581958,73159.05260502541,12284.10881478746
DG_F3_504,4,0,0,6512.042598773804,2499.643547850502,18522.240786168924,7764.34125814813,38007.432484306955,12073.198819869189,50070.62322459409,12370.76324631026
DG_F3_506,4,0,0,3903.8273821057355,3299.896903070606,12346.314284774187,8074.939037542636,30661.39239349392,8936.054312339824,45945.868628189324,10609.816509401195
DG_F3_507,4,0,0,3156.182708232033,3794.2229160344964,11319.823492207404,8933.083877760673,29123.29222861195,9853.946016692928,47372.33986158687,10061.099554343413
DG_F3_509,4,0,0,5985.453096381004,5164.690032866715,18749.14542882107,9650.448398524468,42696.68846813317,8217.730112711994,66991.9734287772,8542.403182112314
DG_F3_510,4,0,0,5385.854881932079,4219.781083541416,12756.078880118741,8040.180383067242,30495.998596126912,9237.018743899183,36733.865513345925,8861.08054356211
DG_F3_511,4,0,0,4038.730810992618,3267.779650420978,12984.098578212912,6056.259116949207,31112.8253311349,7146.563984074813,40223.6051753196,6385.767139864511
DG_F3_513,4,0,0,5427.568923222034,3515.541313718106,19045.667918209765,6255.1045775767825,45947.0842214171,9099.638429563225,66404.50372720991,8785.284192900934
DG_F3_517,4,0,0,4166.733691857169,2979.40986147721,14236.525194769109,7385.121870075932,40376.8978792011,7933.893663925944,70187.45727144105,8203.508585926902
DG_F3_521,4,0,0,4505.792804419275,1673.707358269141,12207.626979223409,5204.256221460978,28230.91884224341,10004.52420035901,38509.20743321548,9890.916502454947
DG_F3_523,4,0,0,4768.744813164234,2288.5781763542436,14432.062048265449,3460.3460693381685,30521.909925455795,4295.029046280283,41645.74871403031,4772.775464393171
DG_F3_524,4,0,0,3199.130622347173,3520.303148843449,9841.26911588899,7989.737834013942,22538.871563892673,8529.049936204203,33459.31327208449,8249.829085764213
DG_F3_525,4,0,0,3532.7241352836436,2625.480296421951,13408.943841420833,7910.651155818943,32913.25599844989,11229.504001403871,48816.06703493962,10582.488511273026
DG_F3_527,4,0,0,2090.3268026424985,1152.9216280540636,7454.20960848758,2886.0376779061817,23492.33536480592,8580.360766134485,33787.349787408275,9786.311506275384
DG_F3_532,4,0,0,6062.346222886786,2798.5058257076944,15068.84096384661,5764.370505503985,31042.247805534324,6865.158721744311,45635.62730094432,7063.29127807289
DG_F3_534,4,0,0,6775.908587389271,3055.1056743526274,23065.36966829842,5853.931393014999,53982.89578070332,6752.638659886154,81714.76333405232,7723.495497735156
DG_F3_536,4,0,0,6830.8753368015805,3233.340888900262,18562.364502484194,4903.885876817448,38797.6686201463,4247.118221468289,63543.1160864113,4608.862314416387
DG_F3_538,4,0,0,3184.835977172438,2361.2944148518063,9316.443594646269,3973.8747993814177,24698.9715898497,3905.381147885598,34016.51196034058,4021.5297098296696
DG_F3_540,4,0,0,3290.9855993331594,2680.3373682498013,10063.338805026156,7528.315096388316,33426.7207499022,7635.168483049329,47605.802309809915,7982.3345970628325
DG_F3_543,4,0,0,4074.9152740660033,3792.970763611902,13340.760943080986,7426.196125456531,31490.55493201817,5926.172361979899,49034.61790157532,6624.114810495413
DG_F3_544,4,0,0,5837.1872817873045,4222.449904763296,18616.54522920787,5644.959035422204,48968.26296297649,5016.5887346497075,72247.62730825614,3500.2321508871087
DG_F3_545,4,0,0,4463.2013424536335,2332.7234040997473,14498.883116598237,6914.212021394439,40778.88450584763,9368.522167667777,59148.22559947938,10154.563135901493
DG_F3_546,4,0,0,6606.145966241238,4638.731176584566,17635.78998936127,6565.528700795892,40519.77121255881,5409.4629819872835,59816.152949047435,6490.801706583213
DG_F3_547,4,0,0,3134.9509558401473,3921.138160853144,10743.906496203324,9881.255735223685,34193.54072145914,8058.0029905421325,54230.52491691922,6368.29184474041
DG_F3_548,4,0,0,6572.438388616927,5210.864295924745,21694.939110661024,6803.6478764591675,49765.006635493846,5625.5735223687425,76248.16747035962,4348.606546289424
DG_F3_549,4,0,0,4963.331127595245,4137.349239020359,15824.263606418328,5562.947621641581,53622.129646216665,5315.396173714669,76935.5991503643,6582.281951822291
DG_F3_550,4,0,0,4125.778253859736,3352.5969824040585,13241.974429703729,11539.32489790845,36889.991554825996,11528.092085299913,60733.81615843292,10593.83100146602
DG_F3_551,4,0,0,5418.89525425092,4322.868873135937,14891.620266955239,6833.379641646771,29013.3038909951,5665.020893579838,40989.20041385007,5128.606107579086
DG_F3_556,4,0,0,3914.95051712981,3871.1343221376883,11781.054294060224,5435.237214335591,31973.255121029208,5314.829506194955,54084.466363712796,5332.149424741068
DG_F3_561,4,0,0,4375.221640118597,3649.6038811241215,13381.049175772952,8130.582132059122,40211.833114587476,9556.902558778043,63449.780462035094,9575.383231759704
DG_F3_562,4,0,0,1781.4747248006609,1940.041092534978,6788.41183201781,4441.777654288941,22260.610392316717,8769.94761067382,38422.28794753023,8245.268326210382
DG_F3_563,4,0,0,1539.8824256294579,1241.6873530777352,4405.986202559874,2135.7881614015328,12697.309974445121,2407.0391073706987,20543.543828990707,2498.4096750253166
DG_F3_565,4,0,0,3215.0521516914105,2017.8116397164467,8604.453275521057,4845.976112222103,22056.24449327128,6534.68188016627,33451.53530338647,5508.931411294597
DG_F3_566,4,0,0,3446.746048865019,3418.2207371064856,10841.446427983867,7446.861210328702,34464.65457044773,8232.052177282847,57952.27379912184,7379.473474476196
DG_F3_568,4,0,0,4710.96300575076,2408.9858844948794,17523.5989602565,6040.703179553173,39952.35422935044,6054.906426740857,58128.21492419449,6108.054356210858
DG_F3_573,4,0,0,6799.0688373079265,4350.324828445978,20252.468659630238,8153.724102380367,40542.40135415257,8723.115282109025,59897.08586658086,8685.285655268726
DG_F3_581,4,0,0,6158.899056407181,3313.6614399204464,13855.03913661805,5724.630660734327,26602.581444746258,5861.736781109132,35117.4738327563,5885.317461768221
DG_F3_582,4,0,0,3524.516596046488,3242.8645591509485,13444.84497073436,5285.518171747784,38660.05067104401,3708.710959349831,61207.449667128516,5162.231427015051
DG_F3_585,4,0,0,5152.799154751415,3759.5465197474487,12907.333408889,6781.7032197682865,31636.362140760208,5623.453089069165,42754.06812440362,5412.086104215639
DG_F3_589,4,0,0,8013.903461790156,7812.416599336814,23637.58504582694,13833.862223018397,51846.147940437746,12044.746626500293,77671.44434410975,10591.600890581984
DG_F3_592,4,0,0,3888.1891865213556,4344.064066333002,15919.820201879871,6700.907399215438,39380.80605712739,4822.0481192122215,65613.88371982494,5741.621546527058
DG_F3_594,4,0,0,5323.361508286141,3446.910565241711,17824.161240672835,9255.68221285494,45839.609328444145,12697.419652029579,64558.264388785086,13049.804591103684
DG_F3_595,4,0,0,3556.7800854753973,2951.442077439686,11818.600587140667,6501.979680399518,29286.629571270318,7095.152616358775,45708.21558226001,7840.576319147145
DG_F3_598,4,0,0,4020.944762712545,1497.2818238651107,10247.779942894536,4238.974660822069,26502.445810133475,6434.884418105575,41947.27067331068,6734.340782878597
DG_F3_602,4,0,0,6645.154627114491,3412.5175027145197,17356.6056981161,8040.683071996021,38387.47445426261,7507.823667691541,59567.669241652606,7316.9663911321995
DG_F3_604,4,0,0,1996.735263902547,2395.778875366048,5976.72458861766,4862.948718417425,19006.695816531334,8848.156868193133,25878.535731129054,8431.016455293586
DG_F3_606,4,0,0,4040.449093149172,3650.5452803907438,13342.131912886747,6319.79607281129,37105.44402970068,5821.823280164076,50419.77267492659,7043.640710856982
DG_F3_607,4,0,0,4878.385838430293,5063.347944824863,15748.183921997299,5377.848418266435,38232.59142540644,3785.814301225829,53566.82472425226,5764.096311542834
DG_F3_608,4,0,0,4462.625535135213,2301.8857232688297,13849.884290148391,8237.764551473516,36550.47545232863,9723.667325950812,52872.98604535533,11177.516826369414
DG_F3_609,4,0,0,2375.4336834485553,3886.2241297997643,9427.766342874063,7179.695754380704,30082.212489352125,9905.750395753283,49372.497980104476,8821.52349476655
DG_F3_610,4,0,0,3691.966848122136,2852.046766522014,13322.143173118751,5767.322660485725,28393.049731472707,7066.554186210602,48422.88203444606,7002.488767187391
DG_F3_611,4,0,0,6588.990564071815,4975.487059872992,20385.98283911395,9000.782366769152,49798.092706806216,13128.00470882429,68800.39685005977,14869.035824355
DG_F3_612,4,0,0,3742.418536974141,3818.2331672327246,12319.991664503577,7695.939004639361,29246.688650929147,11636.161065188695,49479.11373199916,11573.279250097792
DG_F3_613,4,0,0,2889.986070946773,4756.232428736988,10212.006770762879,6084.06238461004,29533.641771073628,13418.604608652096,50634.548804697115,13211.688705767941
DG_F3_614,4,0,0,5864.588398305114,1470.6850096333476,15783.756018557444,5103.270585568622,39165.83799158407,10101.259829853505,64908.09932402048,10266.28803527231
DG_F3_617,4,0,0,3592.2059452562607,2406.0245897144355,10979.393409839538,5674.178971882323,25142.855053760297,9157.164322612956,39735.393687689415,8952.944660346799
DG_F3_618,4,0,0,3446.4261559103415,1050.528463161127,10404.929641829567,3205.5650406355444,26912.51201883529,8171.747785426772,45201.70621762225,9898.584793568503
DG_F3_619,4,0,0,5746.401661249811,3481.1391113922095,14497.17397424039,7187.492002676132,29133.355146986232,6543.8490982674575,45013.39894490162,7227.268406640611
DG_F3_620,4,0,0,8165.779496872358,6560.008262378028,22573.794734744763,9179.629947830028,59948.25959953057,6394.532206822676,83027.64057924386,9127.35029923701
DG_F3_621,4,0,0,4936.542377590675,3753.395435218934,14108.677690482542,7532.062413857396,34730.394217797744,6666.550895883068,45863.6652786359,6974.333617276412
DG_F3_624,4,0,0,3773.4664331752747,1442.6166878100673,12348.791170223265,4992.340848685148,29040.942642279242,7061.499877526696,41610.33199404815,7612.410384273695
DG_F3_628,4,0,0,3740.033049512117,3939.3355000749452,12393.576183878125,7317.533058651917,27843.14255981145,5955.712191394695,37241.23401906196,8443.492280526012
DG_F3_630,4,0,0,3333.9700726431192,2975.909318573167,11799.845720197856,8993.890958545528,33624.597391867035,13668.550683839738,55549.43899915547,13196.361263339533
DG_F3_632,4,0,0,5364.632269338899,3123.3342716859997,16504.328608666718,6292.111622533624,39320.976934803984,5899.018020027126,59127.28632064607,7520.591966482529
DG_F3_633,4,0,0,5116.916305035297,3119.4772766324586,14885.185848666866,6793.109688552217,36982.12072577313,5607.522419926222,53772.0771837721,8761.13684472213
DG_F3_634,4,0,0,4122.314270150514,2326.8190941362695,14592.69401050711,6167.380789605489,31033.656394751557,7489.269876320242,45209.7126812879,8255.10274961704
DG_F3_635,4,0,0,5542.821784893009,2791.970869633567,19071.469569954188,5239.078854527307,49088.29593937022,6713.748816396066,69046.52705928803,8267.231262498673
DG_F3_636,4,0,0,2138.9779511496035,3225.096790468286,8476.697169221545,4818.3099415418465,22675.904565877838,4716.264088999703,37438.2241005524,6119.2506096245725
DG_F3_638,4,0,0,5615.053614059202,4136.462678545968,14298.76722395066,5675.102091551535,29864.657860775267,5501.308819174565,40543.91856073761,5806.66035411236
DG_F3_639,4,0,0,3289.660328520924,1302.6955094340997,12767.914919441813,4652.733348200738,36006.867644746984,5721.248935213449,54364.62861341941,5650.817646392155
DG_F3_640,4,0,0,4109.92984290514,5485.241053051047,13869.964427903436,11996.022359603548,37950.54637716658,14933.846136972676,53261.007059580515,14289.38979047925
DG_F3_641,4,0,0,4502.273981917821,4787.0244105743805,14153.828296085605,8897.237587239377,41184.08834163836,8793.226677975643,60427.943654968934,9340.96567457198
DG_F3_642,4,0,0,3199.176321340698,2764.2681397584897,10081.700660624649,5054.5280390744665,26525.322726292274,5759.270497826555,39790.29645851079,5234.125083629157
DG_F3_643,4,0,0,5763.017815295634,3569.4204270845134,16307.027774020302,8327.983504491294,39517.22669259932,11035.612311674447,64011.101199507175,11572.072796668725
DG_F3_644,4,0,0,4197.0686837593075,5178.445429917851,12592.814655850018,8001.391077362911,31344.29987313959,10580.294959583807,50048.852224078604,9258.59780864186
DG_F3_004,5,0,0,7501.617744370797,4211.957415849873,18310.471650172374,4576.799900558989,30793.206570418486,6262.123942982276,46897.05661922501,8511.76657685291
DG_F3_007,5,0,0,8471.615441141523,3925.1322528872615,18754.483071264836,5087.239378639923,38062.13417955682,6342.618150177859,66055.49137385796,7128.348365255602
DG_F3_008,5,0,0,5781.72698324492,3147.4176412738675,13550.729538732638,4729.132925576447,24289.718823232633,5089.8990600631005,37588.336154484525,6070.645160110993
DG_F3_009,5,0,0,7145.138175476821,4501.104087683571,19623.805885299178,6755.243502517099,45322.91822804893,6488.014067978164,65333.74888951445,8451.105732847336
