Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8	Total
OG0007117	2	2	0	4
OG0007118	2	1	1	4
OG0007119	1	1	2	4
OG0007120	2	1	1	4
OG0007121	1	2	1	4
OG0007122	2	1	1	4
OG0007123	2	1	1	4
OG0007124	4	0	0	4
OG0007125	2	1	1	4
OG0007126	1	2	1	4
OG0007127	1	2	1	4
OG0007128	2	1	1	4
OG0007129	2	0	2	4
OG0007130	2	1	1	4
OG0007131	1	2	1	4
OG0007132	2	1	1	4
OG0007133	1	0	3	4
OG0007134	2	1	1	4
OG0007135	2	1	1	4
OG0007136	2	1	1	4
OG0007137	2	1	1	4
OG0007138	1	1	2	4
OG0007139	2	1	1	4
OG0007140	1	1	2	4
OG0007141	1	2	1	4
OG0007142	2	1	1	4
OG0007143	1	1	2	4
OG0007144	2	1	1	4
OG0007145	2	1	1	4
OG0007146	4	0	0	4
OG0007147	1	1	2	4
OG0007148	2	1	1	4
OG0007149	1	1	2	4
OG0007150	4	0	0	4
OG0007151	2	1	1	4
OG0007152	2	1	1	4
OG0007153	2	1	1	4
OG0007154	1	1	2	4
OG0007155	2	1	1	4
OG0007156	2	1	1	4
OG0007157	2	1	1	4
OG0007158	2	1	1	4
OG0007159	2	1	1	4
OG0007160	2	1	1	4
OG0007161	2	1	1	4
OG0007162	1	1	2	4
OG0007163	1	1	2	4
OG0007164	1	1	2	4
OG0007165	2	1	1	4
OG0007166	1	2	1	4
OG0007167	2	1	1	4
OG0007168	2	1	1	4
OG0007169	2	1	1	4
OG0007170	2	1	1	4
OG0007171	1	2	1	4
OG0007172	2	1	1	4
OG0007173	2	1	1	4
OG0007174	1	1	2	4
OG0007175	1	2	1	4
OG0007176	1	1	2	4
OG0007177	2	1	1	4
OG0007178	2	1	1	4
OG0007179	2	1	1	4
OG0007180	2	1	1	4
OG0007181	2	1	1	4
OG0007182	2	1	1	4
OG0007183	2	1	1	4
OG0007184	1	2	1	4
OG0007185	2	1	1	4
OG0007186	2	1	1	4
OG0007187	1	1	2	4
OG0007188	2	1	1	4
OG0007189	2	1	1	4
OG0007190	1	2	1	4
OG0007191	1	2	1	4
OG0007192	2	1	1	4
OG0007193	2	1	1	4
OG0007194	2	1	1	4
OG0007195	2	1	1	4
OG0007196	2	1	1	4
OG0007197	1	2	1	4
OG0007198	2	1	1	4
OG0007199	1	1	2	4
OG0007200	2	1	1	4
OG0007201	2	1	1	4
OG0007202	2	1	1	4
OG0007203	4	0	0	4
OG0007204	2	1	1	4
OG0007205	2	1	1	4
OG0007206	2	1	1	4
OG0007207	1	2	1	4
OG0007208	1	1	2	4
OG0007209	2	1	1	4
OG0007210	1	2	1	4
OG0007211	1	2	1	4
OG0007212	1	2	1	4
OG0007213	2	1	1	4
OG0007214	2	1	1	4
OG0007215	2	1	1	4
OG0007216	2	1	1	4
OG0007217	4	0	0	4
OG0007218	2	1	1	4
OG0007219	2	1	1	4
OG0007220	2	1	1	4
OG0007221	2	1	1	4
OG0007222	2	1	1	4
OG0007223	1	2	1	4
OG0007224	1	1	2	4
OG0007225	2	1	1	4
OG0007226	2	1	1	4
OG0007227	2	1	1	4
OG0007228	1	2	1	4
OG0007229	2	1	1	4
OG0007230	1	2	1	4
OG0007231	1	2	1	4
OG0007232	2	1	1	4
OG0007233	2	1	1	4
OG0007234	1	2	1	4
OG0007235	2	1	1	4
OG0007236	2	1	1	4
OG0007237	1	2	1	4
OG0007238	2	1	1	4
OG0007239	1	1	2	4
OG0007240	1	2	1	4
OG0007241	1	2	1	4
OG0007242	2	1	1	4
OG0007243	2	1	1	4
OG0007244	2	1	1	4
OG0007245	2	1	1	4
OG0007246	2	1	1	4
OG0007247	1	1	2	4
OG0007248	1	1	2	4
OG0007249	2	1	1	4
OG0007250	1	1	2	4
OG0007251	1	2	1	4
OG0007252	2	1	1	4
OG0007253	2	1	1	4
OG0007254	1	1	2	4
OG0007255	1	2	1	4
OG0007256	1	1	2	4
OG0007257	2	1	1	4
OG0007258	2	1	1	4
OG0007259	1	1	2	4
OG0007260	2	1	1	4
OG0007261	2	1	1	4
OG0007262	2	1	1	4
OG0007263	1	1	2	4
OG0007264	2	1	1	4
OG0007265	2	1	1	4
OG0007266	2	1	1	4
OG0007267	2	1	1	4
OG0007268	2	1	1	4
OG0007269	2	1	1	4
OG0007270	2	1	1	4
OG0007271	2	1	1	4
OG0007272	2	1	1	4
OG0007273	2	1	1	4
OG0007274	2	1	1	4
OG0007275	2	1	1	4
OG0007276	1	2	1	4
OG0007277	1	1	2	4
OG0007278	2	1	1	4
OG0007279	2	1	1	4
OG0007280	1	1	2	4
OG0007281	1	2	1	4
OG0007282	1	2	1	4
OG0007283	2	1	1	4
OG0007284	2	1	1	4
OG0007285	2	1	1	4
OG0007286	2	1	1	4
OG0007287	2	1	1	4
OG0007288	2	1	1	4
OG0007289	2	1	1	4
OG0007290	2	1	1	4
OG0007291	1	1	2	4
OG0007292	2	1	1	4
OG0007293	2	1	1	4
OG0007294	2	1	1	4
OG0007295	2	1	1	4
OG0007296	2	1	1	4
OG0007297	2	1	1	4
OG0007298	2	1	1	4
OG0007299	4	0	0	4
OG0007300	2	1	1	4
OG0007301	2	1	1	4
OG0007302	1	1	2	4
OG0007303	2	1	1	4
OG0007304	1	1	2	4
OG0007305	2	1	1	4
OG0007306	2	1	1	4
OG0007307	2	1	1	4
OG0007308	2	1	1	4
OG0007309	1	1	2	4
OG0007310	4	0	0	4
OG0007311	4	0	0	4
OG0007312	2	1	1	4
OG0007313	4	0	0	4
OG0007314	1	2	1	4
OG0007315	2	1	1	4
OG0007316	1	2	1	4
OG0007317	2	1	1	4
OG0007318	2	1	1	4
OG0007319	1	2	1	4
OG0007320	1	2	1	4
OG0007321	2	1	1	4
OG0007322	2	1	1	4
OG0007323	1	1	2	4
OG0007324	1	2	1	4
OG0007325	2	1	1	4
OG0007326	2	1	1	4
OG0007327	1	2	1	4
OG0007328	1	1	2	4
OG0007329	1	1	2	4
OG0007330	2	1	1	4
OG0007331	2	1	1	4
OG0007332	4	0	0	4
OG0007333	2	1	1	4
OG0007334	2	1	1	4
OG0007335	2	1	1	4
OG0007336	1	1	2	4
OG0007337	2	1	1	4
OG0007338	2	1	1	4
OG0007339	1	1	2	4
OG0007340	2	1	1	4
OG0007341	2	1	1	4
OG0007342	2	1	1	4
OG0007343	2	1	1	4
OG0007344	2	1	1	4
OG0007345	2	1	1	4
OG0007346	2	1	1	4
OG0007347	2	1	1	4
OG0007348	2	1	1	4
OG0007349	1	1	2	4
OG0007350	2	1	1	4
OG0007351	2	1	1	4
OG0007352	2	1	1	4
OG0007353	1	1	2	4
OG0007354	1	2	1	4
OG0007355	1	2	1	4
OG0007356	2	1	1	4
OG0007357	4	0	0	4
OG0007358	2	1	1	4
OG0007359	1	1	2	4
OG0007360	1	1	2	4
OG0007361	1	2	1	4
OG0007362	2	1	1	4
OG0007363	1	2	1	4
OG0007364	1	1	2	4
OG0007365	2	1	1	4
OG0007366	1	2	1	4
OG0007367	1	2	1	4
OG0007368	2	1	1	4
OG0007369	2	1	1	4
OG0007370	2	1	1	4
OG0007371	2	1	1	4
OG0007372	2	1	1	4
OG0007373	2	1	1	4
OG0007374	2	1	1	4
OG0007375	2	1	1	4
OG0007376	2	1	1	4
OG0007377	4	0	0	4
OG0007378	1	1	2	4
OG0007379	1	1	2	4
OG0007380	2	1	1	4
OG0007381	2	1	1	4
OG0007382	2	1	1	4
OG0007383	2	1	1	4
OG0007384	2	1	1	4
OG0007385	2	1	1	4
OG0007386	2	1	1	4
OG0007387	2	1	1	4
OG0007388	2	1	1	4
OG0007389	1	1	2	4
OG0007390	2	1	1	4
OG0007391	2	1	1	4
OG0007392	2	1	1	4
OG0007393	2	1	1	4
OG0007394	2	1	1	4
OG0007395	2	1	1	4
OG0007396	2	1	1	4
OG0007397	1	2	1	4
OG0007398	4	0	0	4
OG0007399	2	1	1	4
OG0007400	2	1	1	4
OG0007401	1	2	1	4
OG0007402	2	1	1	4
OG0007403	2	1	1	4
OG0007404	2	1	1	4
OG0007405	2	1	1	4
OG0007406	2	1	1	4
OG0007407	1	1	2	4
OG0007408	2	1	1	4
OG0007409	2	1	1	4
OG0007410	1	1	2	4
OG0007411	2	1	1	4
OG0007412	1	1	2	4
OG0007413	1	1	2	4
OG0007414	1	1	2	4
OG0007415	1	2	1	4
OG0007416	1	1	2	4
OG0007417	2	1	1	4
OG0007418	2	1	1	4
OG0007419	2	1	1	4
OG0007420	2	1	1	4
OG0007421	2	1	1	4
OG0007422	2	1	1	4
OG0007423	1	1	2	4
OG0007424	1	1	2	4
OG0007425	2	1	1	4
OG0007426	2	1	1	4
OG0007427	2	1	1	4
OG0007428	1	1	2	4
OG0007429	2	1	1	4
OG0007430	1	1	2	4
OG0007431	2	1	1	4
OG0007432	2	1	1	4
OG0007433	2	1	1	4
OG0007434	2	1	1	4
OG0007435	2	1	1	4
OG0007436	1	2	1	4
OG0007437	2	1	1	4
OG0007438	2	1	1	4
OG0007439	2	1	1	4
OG0007440	1	1	2	4
OG0007441	1	1	2	4
OG0007442	2	1	1	4
OG0007443	1	2	1	4
OG0007444	2	1	1	4
OG0007445	2	1	1	4
OG0007446	2	1	1	4
OG0007447	2	1	1	4
OG0007448	2	1	1	4
OG0007449	1	1	2	4
OG0007450	2	1	1	4
OG0007451	1	2	1	4
OG0007452	2	1	1	4
OG0007453	1	1	2	4
OG0007454	2	1	1	4
OG0007455	2	1	1	4
OG0007456	1	1	2	4
OG0007457	2	1	1	4
OG0007458	2	1	1	4
OG0007459	1	2	1	4
OG0007460	1	1	2	4
OG0007461	1	2	1	4
OG0007462	2	1	1	4
OG0007463	1	2	1	4
OG0007464	1	2	1	4
OG0007465	2	1	1	4
OG0007466	2	1	1	4
OG0007467	1	2	1	4
OG0007468	2	1	1	4
OG0007469	1	2	1	4
OG0007470	2	1	1	4
OG0007471	2	1	1	4
OG0007472	2	1	1	4
OG0007473	2	1	1	4
OG0007474	2	1	1	4
OG0007475	1	2	1	4
OG0007476	2	1	1	4
OG0007477	1	2	1	4
OG0007478	2	1	1	4
OG0007479	2	1	1	4
OG0007480	1	1	2	4
OG0007481	2	1	1	4
OG0007482	1	1	2	4
OG0007483	2	1	1	4
OG0007484	2	1	1	4
OG0007485	2	1	1	4
OG0007486	1	2	1	4
OG0007487	1	2	1	4
OG0007488	2	1	1	4
OG0007489	2	1	1	4
OG0007490	2	1	1	4
OG0007491	2	1	1	4
OG0007492	1	2	1	4
OG0007493	2	1	1	4
OG0007494	2	1	1	4
OG0007495	1	2	1	4
OG0007496	2	1	1	4
OG0007497	1	1	2	4
OG0007498	1	2	1	4
OG0007499	1	2	1	4
OG0007500	2	1	1	4
OG0007501	4	0	0	4
OG0007502	2	1	1	4
OG0007503	2	1	1	4
OG0007504	2	1	1	4
OG0007505	2	1	1	4
OG0007506	2	1	1	4
OG0007507	2	1	1	4
OG0007508	2	1	1	4
OG0007509	1	1	2	4
OG0007510	2	1	1	4
OG0007511	1	1	2	4
OG0007512	2	1	1	4
OG0007513	2	1	1	4
OG0007514	2	1	1	4
OG0007515	2	1	1	4
OG0007516	1	1	2	4
OG0007517	1	1	2	4
OG0007518	1	2	1	4
OG0007519	1	1	2	4
OG0007520	4	0	0	4
OG0007521	2	1	1	4
OG0007522	2	1	1	4
OG0007523	2	1	1	4
OG0007524	2	1	1	4
OG0007525	1	2	1	4
OG0007526	1	2	1	4
OG0007527	2	1	1	4
OG0007528	4	0	0	4
OG0007529	2	1	1	4
OG0007530	1	2	1	4
OG0007531	2	1	1	4
OG0007532	3	1	0	4
OG0007533	2	1	1	4
OG0007534	1	0	3	4
OG0007535	1	0	3	4
OG0007536	2	1	1	4
OG0007537	2	1	1	4
OG0007538	1	2	1	4
OG0007539	2	1	1	4
OG0007540	4	0	0	4
OG0007541	2	1	1	4
OG0007542	2	1	1	4
OG0007543	2	1	1	4
OG0007544	1	1	2	4
OG0007545	2	1	1	4
OG0007546	2	1	1	4
OG0007547	1	2	1	4
OG0007548	2	1	1	4
OG0007549	2	1	1	4
OG0007550	2	1	1	4
OG0007551	2	1	1	4
OG0007552	2	1	1	4
OG0007553	2	1	1	4
OG0007554	1	2	1	4
OG0007555	2	1	1	4
OG0007556	2	1	1	4
OG0007557	2	1	1	4
OG0007558	1	1	2	4
OG0007559	2	1	1	4
OG0007560	2	1	1	4
OG0007561	2	1	1	4
OG0007562	2	1	1	4
OG0007563	2	1	1	4
OG0007564	1	1	2	4
OG0007565	2	1	1	4
OG0007566	1	2	1	4
OG0007567	4	0	0	4
OG0007568	2	1	1	4
OG0007569	1	1	2	4
OG0007570	2	1	1	4
OG0007571	1	1	2	4
OG0007572	2	1	1	4
OG0007573	2	1	1	4
OG0007574	2	1	1	4
OG0007575	2	1	1	4
OG0007576	1	1	2	4
OG0007577	1	1	2	4
OG0007578	1	2	1	4
OG0007579	2	1	1	4
OG0007580	4	0	0	4
OG0007581	2	1	1	4
OG0007582	1	2	1	4
OG0007583	4	0	0	4
OG0007584	4	0	0	4
OG0007585	1	2	1	4
OG0007586	1	2	1	4
OG0007587	2	1	1	4
OG0007588	2	1	1	4
OG0007589	2	1	1	4
OG0007590	1	1	2	4
OG0007591	1	1	2	4
OG0007592	2	1	1	4
OG0007593	1	1	2	4
OG0007594	2	1	1	4
OG0007595	1	2	1	4
OG0007596	2	1	1	4
OG0007597	2	1	1	4
OG0007598	2	1	1	4
OG0007599	2	1	1	4
OG0007600	2	1	1	4
OG0007601	1	2	1	4
OG0007602	2	1	1	4
OG0007603	4	0	0	4
OG0007604	4	0	0	4
OG0007605	4	0	0	4
OG0007606	2	2	0	4
OG0007607	2	1	1	4
OG0007608	2	1	1	4
OG0007609	2	1	1	4
OG0007610	1	1	2	4
OG0007611	2	2	0	4
OG0007612	4	0	0	4
OG0007613	2	1	1	4
OG0007614	2	1	1	4
OG0007615	2	1	1	4
OG0007616	2	1	1	4
OG0007617	4	0	0	4
OG0007618	2	1	1	4
OG0007619	1	2	1	4
OG0007620	1	1	2	4
OG0007621	2	1	1	4
OG0007622	2	1	1	4
OG0007623	4	0	0	4
OG0007624	2	1	1	4
OG0007625	2	1	1	4
OG0007626	1	1	2	4
OG0007627	4	0	0	4
OG0007628	2	1	1	4
OG0007629	2	1	1	4
OG0007630	2	1	1	4
OG0007631	2	1	1	4
OG0007632	1	2	1	4
OG0007633	1	2	1	4
OG0007634	2	1	1	4
OG0007635	1	1	2	4
OG0007636	2	1	1	4
OG0007637	1	2	1	4
OG0007638	1	1	2	4
OG0007639	1	1	2	4
OG0007640	2	1	1	4
OG0007641	2	1	1	4
OG0007642	1	1	2	4
OG0007643	2	1	1	4
OG0007644	2	1	1	4
OG0007645	2	1	1	4
OG0007646	1	2	1	4
OG0007647	1	2	1	4
OG0007648	2	1	1	4
OG0007649	1	1	2	4
OG0007650	2	1	1	4
OG0007651	2	1	1	4
OG0007652	2	1	1	4
OG0007653	2	1	1	4
OG0007654	4	0	0	4
OG0007655	1	2	1	4
OG0007656	1	1	2	4
OG0007657	1	1	2	4
OG0007658	4	0	0	4
OG0007659	2	1	1	4
OG0007660	2	1	1	4
OG0007661	4	0	0	4
OG0007662	1	2	1	4
OG0007663	1	1	2	4
OG0007664	2	1	1	4
OG0007665	2	1	1	4
OG0007666	1	1	2	4
OG0007667	2	1	1	4
OG0007668	2	1	1	4
OG0007669	2	1	1	4
OG0007670	2	1	1	4
OG0007671	1	1	2	4
OG0007672	2	1	1	4
OG0007673	2	1	1	4
OG0007674	2	1	1	4
OG0007675	2	1	1	4
OG0007676	4	0	0	4
OG0007677	2	1	1	4
OG0007678	1	1	2	4
OG0007679	2	1	1	4
OG0007680	2	1	1	4
OG0007681	2	1	1	4
OG0007682	1	1	2	4
OG0007683	1	2	1	4
OG0007684	2	1	1	4
OG0007685	1	2	1	4
OG0007686	1	2	1	4
OG0007687	2	1	1	4
OG0007688	2	1	1	4
OG0007689	2	1	1	4
OG0007690	1	2	1	4
OG0007691	2	1	1	4
OG0007692	2	1	1	4
OG0007693	1	2	1	4
OG0007694	2	1	1	4
OG0007695	2	1	1	4
OG0007696	2	1	1	4
OG0007697	1	1	2	4
OG0007698	2	1	1	4
OG0007699	2	1	1	4
OG0007700	1	2	1	4
OG0007701	2	1	1	4
OG0007702	2	1	1	4
OG0007703	1	2	1	4
OG0007704	2	1	1	4
OG0007705	2	1	1	4
OG0007706	2	1	1	4
OG0007707	2	1	1	4
OG0007708	2	1	1	4
OG0007709	1	1	2	4
OG0007710	2	1	1	4
OG0007711	1	1	2	4
OG0007712	4	0	0	4
OG0007713	2	1	1	4
OG0007714	1	2	1	4
OG0007715	1	2	1	4
OG0007716	1	1	2	4
OG0007717	1	1	2	4
OG0007718	1	2	1	4
OG0007719	1	1	2	4
OG0007720	1	1	2	4
OG0007721	2	1	1	4
OG0007722	2	1	1	4
OG0007723	2	1	1	4
OG0007724	2	1	1	4
OG0007725	2	1	1	4
OG0007726	2	1	1	4
OG0007727	2	1	1	4
OG0007728	1	2	1	4
OG0007729	2	1	1	4
OG0007730	2	1	1	4
OG0007731	4	0	0	4
OG0007732	2	1	1	4
OG0007733	1	1	2	4
OG0007734	1	1	2	4
OG0007735	2	1	1	4
OG0007736	2	1	1	4
OG0007737	2	1	1	4
OG0007738	1	1	2	4
OG0007739	2	1	1	4
OG0007740	2	1	1	4
OG0007741	2	1	1	4
OG0007742	1	2	1	4
OG0007743	2	1	1	4
OG0007744	1	1	2	4
OG0007745	2	1	1	4
OG0007746	1	2	1	4
OG0007747	2	1	1	4
OG0007748	2	1	1	4
OG0007749	1	1	2	4
OG0007750	4	0	0	4
OG0007751	2	1	1	4
OG0007752	1	2	1	4
OG0007753	4	0	0	4
OG0007754	2	1	1	4
OG0007755	1	2	1	4
OG0007756	4	0	0	4
OG0007757	2	1	1	4
OG0007758	2	1	1	4
OG0007759	1	2	1	4
OG0007760	2	1	1	4
OG0007761	2	1	1	4
OG0007762	1	2	1	4
OG0007763	1	2	1	4
OG0007764	1	1	2	4
OG0007765	2	1	1	4
OG0007766	2	1	1	4
OG0007767	2	1	1	4
OG0007768	2	1	1	4
OG0007769	2	1	1	4
OG0007770	2	1	1	4
OG0007771	2	1	1	4
OG0007772	2	1	1	4
OG0007773	2	1	1	4
OG0007774	4	0	0	4
OG0007775	2	1	1	4
OG0007776	2	1	1	4
OG0007777	1	2	1	4
OG0007778	2	1	1	4
OG0007779	2	1	1	4
OG0007780	4	0	0	4
OG0007781	2	1	1	4
OG0007782	2	1	1	4
OG0007783	2	1	1	4
OG0007784	2	1	1	4
OG0007785	2	1	1	4
OG0007786	1	1	2	4
OG0007787	2	1	1	4
OG0007788	1	2	1	4
OG0007789	1	2	1	4
OG0007790	2	1	1	4
OG0007791	2	1	1	4
OG0007792	2	1	1	4
OG0007793	1	2	1	4
OG0007794	1	2	1	4
OG0007795	2	1	1	4
OG0007796	2	1	1	4
OG0007797	2	1	1	4
OG0007798	2	1	1	4
OG0007799	1	2	1	4
OG0007800	2	1	1	4
OG0007801	2	1	1	4
OG0007802	4	0	0	4
OG0007803	2	1	1	4
OG0007804	1	2	1	4
OG0007805	2	1	1	4
OG0007806	2	1	1	4
OG0007807	2	1	1	4
OG0007808	1	1	2	4
OG0007809	2	1	1	4
OG0007810	1	1	2	4
OG0007811	2	1	1	4
OG0007812	2	1	1	4
OG0007813	1	1	2	4
OG0007814	1	2	1	4
OG0007815	2	1	1	4
OG0007816	2	1	1	4
OG0007817	1	1	2	4
OG0007818	2	1	1	4
OG0007819	2	1	1	4
OG0007820	1	2	1	4
OG0007821	1	1	2	4
OG0007822	1	1	2	4
OG0007823	2	1	1	4
OG0007824	2	1	1	4
OG0007825	2	1	1	4
OG0007826	2	1	1	4
OG0007827	2	1	1	4
OG0007828	1	1	2	4
OG0007829	2	1	1	4
OG0007830	1	1	2	4
OG0007831	1	1	2	4
OG0007832	2	1	1	4
OG0007833	2	1	1	4
OG0007834	1	1	2	4
OG0007835	2	1	1	4
OG0007836	2	1	1	4
OG0007837	1	1	2	4
OG0007838	4	0	0	4
OG0007839	2	1	1	4
OG0007840	2	1	1	4
OG0007841	2	1	1	4
OG0007842	2	1	1	4
OG0007843	2	1	1	4
OG0007844	1	2	1	4
OG0007845	1	2	1	4
OG0007846	2	1	1	4
OG0007847	1	2	1	4
OG0007848	2	1	1	4
OG0007849	1	1	2	4
OG0007850	2	1	1	4
OG0007851	2	1	1	4
OG0007852	2	1	1	4
OG0007853	1	2	1	4
OG0007854	2	1	1	4
OG0007855	2	1	1	4
OG0007856	2	1	1	4
OG0007857	1	1	2	4
OG0007858	2	1	1	4
OG0007859	1	2	1	4
OG0007860	1	1	2	4
OG0007861	2	1	1	4
OG0007862	4	0	0	4
OG0007863	2	1	1	4
OG0007864	1	2	1	4
OG0007865	2	1	1	4
OG0007866	2	1	1	4
OG0007867	1	2	1	4
OG0007868	2	1	1	4
OG0007869	2	1	1	4
OG0007870	2	1	1	4
OG0007871	1	1	2	4
OG0007872	1	2	1	4
OG0007873	2	1	1	4
OG0007874	1	2	1	4
OG0007875	1	2	1	4
OG0007876	2	1	1	4
OG0007877	3	0	1	4
OG0007878	1	1	2	4
OG0007879	1	2	1	4
OG0007880	2	1	1	4
OG0007881	2	1	1	4
OG0007882	2	1	1	4
OG0007883	1	2	1	4
OG0007884	1	1	2	4
OG0007885	1	1	2	4
OG0007886	2	1	1	4
OG0007887	2	1	1	4
OG0007888	2	1	1	4
OG0007889	1	1	2	4
OG0007890	2	1	1	4
OG0007891	1	1	2	4
OG0007892	2	1	1	4
OG0007893	2	1	1	4
OG0007894	2	1	1	4
OG0007895	2	1	1	4
OG0007896	1	2	1	4
OG0007897	2	1	1	4
OG0007898	4	0	0	4
OG0007899	2	1	1	4
OG0007900	1	2	1	4
OG0007901	1	2	1	4
OG0007902	1	1	2	4
OG0007903	2	1	1	4
OG0007904	1	2	1	4
OG0007905	1	2	1	4
OG0007906	2	1	1	4
OG0007907	1	1	2	4
OG0007908	1	1	2	4
OG0007909	1	1	2	4
OG0007910	2	1	1	4
OG0007911	1	1	2	4
OG0007912	2	1	1	4
OG0007913	2	1	1	4
OG0007914	2	1	1	4
OG0007915	2	1	1	4
OG0007916	1	1	2	4
OG0007917	2	1	1	4
OG0007918	1	2	1	4
OG0007919	2	1	1	4
OG0007920	2	1	1	4
OG0007921	2	1	1	4
OG0007922	2	1	1	4
OG0007923	2	1	1	4
OG0007924	1	1	2	4
OG0007925	4	0	0	4
OG0007926	4	0	0	4
OG0007927	2	1	1	4
OG0007928	1	2	1	4
OG0007929	2	1	1	4
OG0007930	2	1	1	4
OG0007931	1	1	2	4
OG0007932	1	2	1	4
OG0007933	2	1	1	4
OG0007934	2	1	1	4
OG0007935	2	1	1	4
OG0007936	1	1	2	4
OG0007937	2	1	1	4
OG0007938	2	1	1	4
OG0007939	2	1	1	4
OG0007940	2	1	1	4
OG0007941	2	1	1	4
OG0007942	1	1	2	4
OG0007943	1	2	1	4
OG0007944	2	1	1	4
OG0007945	1	2	1	4
OG0007946	1	2	1	4
OG0007947	2	1	1	4
OG0007948	2	1	1	4
OG0007949	2	1	1	4
OG0007950	1	1	2	4
OG0007951	1	2	1	4
OG0007952	1	2	1	4
OG0007953	1	1	2	4
OG0007954	1	2	1	4
OG0007955	2	1	1	4
OG0007956	2	1	1	4
OG0007957	2	1	1	4
OG0007958	1	1	2	4
OG0007959	1	2	1	4
OG0007960	1	1	2	4
OG0007961	2	1	1	4
OG0007962	1	1	2	4
OG0007963	2	1	1	4
OG0007964	2	1	1	4
OG0007965	1	1	2	4
OG0007966	2	1	1	4
OG0007967	2	1	1	4
OG0007968	2	1	1	4
OG0007969	1	1	2	4
OG0007970	2	1	1	4
OG0007971	2	1	1	4
OG0007972	4	0	0	4
OG0007973	1	1	2	4
OG0007974	1	1	2	4
OG0007975	1	2	1	4
OG0007976	1	1	2	4
OG0007977	1	2	1	4
OG0007978	2	1	1	4
OG0007979	1	1	2	4
OG0007980	2	1	1	4
OG0007981	2	1	1	4
OG0007982	1	1	2	4
OG0007983	2	1	1	4
OG0007984	2	1	1	4
OG0007985	2	1	1	4
OG0007986	1	1	2	4
OG0007987	1	2	1	4
OG0007988	1	1	2	4
OG0007989	1	1	2	4
OG0007990	1	1	2	4
OG0007991	2	1	1	4
OG0007992	1	1	2	4
OG0007993	2	1	1	4
OG0007994	2	1	1	4
OG0007995	1	1	2	4
OG0007996	2	1	1	4
OG0007997	3	1	0	4
OG0007998	2	1	1	4
OG0007999	1	2	1	4
OG0008000	1	2	1	4
OG0008001	2	1	1	4
OG0008002	1	1	2	4
OG0008003	1	1	2	4
OG0008004	2	1	1	4
OG0008005	1	2	1	4
OG0008006	2	1	1	4
OG0008007	1	1	2	4
OG0008008	1	2	1	4
OG0008009	2	1	1	4
OG0008010	2	1	1	4
OG0008011	2	1	1	4
OG0008012	2	1	1	4
OG0008013	1	1	2	4
OG0008014	1	2	1	4
OG0008015	1	1	2	4
OG0008016	1	1	2	4
OG0008017	2	1	1	4
OG0008018	2	1	1	4
OG0008019	1	1	2	4
OG0008020	1	1	2	4
OG0008021	2	1	1	4
OG0008022	1	1	2	4
OG0008023	1	2	1	4
OG0008024	1	1	2	4
OG0008025	1	1	2	4
OG0008026	2	1	1	4
OG0008027	2	1	1	4
OG0008028	1	2	1	4
OG0008029	1	2	1	4
OG0008030	1	2	1	4
OG0008031	1	2	1	4
OG0008032	1	1	2	4
OG0008033	1	1	2	4
OG0008034	2	1	1	4
OG0008035	1	2	1	4
OG0008036	2	1	1	4
OG0008037	1	2	1	4
OG0008038	2	1	1	4
OG0008039	2	1	1	4
OG0008040	2	1	1	4
OG0008041	1	2	1	4
OG0008042	1	2	1	4
OG0008043	2	1	1	4
OG0008044	2	1	1	4
OG0008045	2	1	1	4
OG0008046	2	1	1	4
OG0008047	2	1	1	4
OG0008048	1	2	1	4
OG0008049	2	1	1	4
OG0008050	2	1	1	4
OG0008051	4	0	0	4
OG0008052	1	1	2	4
OG0008053	1	1	2	4
OG0008054	2	1	1	4
OG0008055	2	1	1	4
OG0008056	2	1	1	4
OG0008057	2	1	1	4
OG0008058	2	1	1	4
OG0008059	2	1	1	4
OG0008060	2	1	1	4
OG0008061	1	1	2	4
OG0008062	2	1	1	4
OG0008063	2	1	1	4
OG0008064	1	2	1	4
OG0008065	1	2	1	4
OG0008066	2	1	1	4
OG0008067	1	2	1	4
OG0008068	2	1	1	4
OG0008069	4	0	0	4
OG0008070	1	2	1	4
OG0008071	2	1	1	4
OG0008072	1	1	2	4
OG0008073	2	1	1	4
OG0008074	2	1	1	4
OG0008075	1	1	2	4
OG0008076	2	1	1	4
OG0008077	2	1	1	4
OG0008078	1	1	2	4
OG0008079	2	1	1	4
OG0008080	2	1	1	4
OG0008081	2	1	1	4
OG0008082	1	2	1	4
OG0008083	2	1	1	4
OG0008084	1	2	1	4
OG0008085	2	1	1	4
OG0008086	2	1	1	4
OG0008087	2	1	1	4
OG0008088	2	1	1	4
OG0008089	1	2	1	4
OG0008090	1	2	1	4
OG0008091	2	1	1	4
OG0008092	1	1	2	4
OG0008093	2	1	1	4
OG0008094	2	1	1	4
OG0008095	2	1	1	4
OG0008096	2	1	1	4
OG0008097	2	1	1	4
OG0008098	2	1	1	4
OG0008099	1	2	1	4
OG0008100	2	1	1	4
OG0008101	2	1	1	4
OG0008102	2	1	1	4
OG0008103	2	1	1	4
OG0008104	1	1	2	4
OG0008105	1	1	2	4
OG0008106	1	1	2	4
OG0008107	2	1	1	4
OG0008108	2	1	1	4
OG0008109	2	1	1	4
OG0008110	2	1	1	4
OG0008111	1	1	2	4
OG0008112	2	1	1	4
