Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8	Total
OG0023386	0	1	1	2
OG0023387	0	1	1	2
OG0023388	0	1	1	2
OG0023389	0	1	1	2
OG0023390	0	1	1	2
OG0023391	0	1	1	2
OG0023392	0	1	1	2
OG0023393	0	1	1	2
OG0023394	0	1	1	2
OG0023395	0	1	1	2
OG0023396	0	1	1	2
OG0023397	0	1	1	2
OG0023398	0	1	1	2
OG0023399	0	1	1	2
OG0023400	0	1	1	2
OG0023401	0	2	0	2
OG0023402	0	2	0	2
OG0023403	0	1	1	2
OG0023404	0	1	1	2
OG0023405	0	2	0	2
OG0023406	0	1	1	2
OG0023407	0	1	1	2
OG0023408	0	1	1	2
OG0023409	0	1	1	2
OG0023410	0	1	1	2
OG0023411	0	1	1	2
OG0023412	0	1	1	2
OG0023413	0	2	0	2
OG0023414	0	1	1	2
OG0023415	0	1	1	2
OG0023416	0	1	1	2
OG0023417	0	1	1	2
OG0023418	0	1	1	2
OG0023419	0	1	1	2
OG0023420	0	1	1	2
OG0023421	0	1	1	2
OG0023422	0	1	1	2
OG0023423	0	1	1	2
OG0023424	0	1	1	2
OG0023425	0	1	1	2
OG0023426	0	1	1	2
OG0023427	0	1	1	2
OG0023428	0	1	1	2
OG0023429	0	1	1	2
OG0023430	0	1	1	2
OG0023431	0	1	1	2
OG0023432	0	1	1	2
OG0023433	0	2	0	2
OG0023434	0	1	1	2
OG0023435	0	1	1	2
OG0023436	0	1	1	2
OG0023437	0	1	1	2
OG0023438	0	1	1	2
OG0023439	0	1	1	2
OG0023440	0	1	1	2
OG0023441	0	1	1	2
OG0023442	0	2	0	2
OG0023443	0	1	1	2
OG0023444	0	1	1	2
OG0023445	0	1	1	2
OG0023446	0	1	1	2
OG0023447	0	1	1	2
OG0023448	0	1	1	2
OG0023449	0	1	1	2
OG0023450	0	1	1	2
OG0023451	0	1	1	2
OG0023452	0	1	1	2
OG0023453	0	2	0	2
OG0023454	0	1	1	2
OG0023455	0	1	1	2
OG0023456	0	1	1	2
OG0023457	0	1	1	2
OG0023458	0	2	0	2
OG0023459	0	1	1	2
OG0023460	0	1	1	2
OG0023461	0	1	1	2
OG0023462	0	1	1	2
OG0023463	0	1	1	2
OG0023464	0	1	1	2
OG0023465	0	1	1	2
OG0023466	0	1	1	2
OG0023467	0	1	1	2
OG0023468	0	1	1	2
OG0023469	0	1	1	2
OG0023470	0	1	1	2
OG0023471	0	1	1	2
OG0023472	0	2	0	2
OG0023473	0	1	1	2
OG0023474	0	1	1	2
OG0023475	0	1	1	2
OG0023476	0	1	1	2
OG0023477	0	1	1	2
OG0023478	0	1	1	2
OG0023479	0	1	1	2
OG0023480	0	2	0	2
OG0023481	0	1	1	2
OG0023482	0	2	0	2
OG0023483	0	1	1	2
OG0023484	0	2	0	2
OG0023485	0	1	1	2
OG0023486	0	1	1	2
OG0023487	0	1	1	2
OG0023488	0	1	1	2
OG0023489	0	1	1	2
OG0023490	0	1	1	2
OG0023491	0	1	1	2
OG0023492	0	1	1	2
OG0023493	0	1	1	2
OG0023494	0	1	1	2
OG0023495	0	1	1	2
OG0023496	0	1	1	2
OG0023497	0	2	0	2
OG0023498	0	1	1	2
OG0023499	0	1	1	2
OG0023500	0	1	1	2
OG0023501	0	1	1	2
OG0023502	0	1	1	2
OG0023503	0	1	1	2
OG0023504	0	1	1	2
OG0023505	0	1	1	2
OG0023506	0	1	1	2
OG0023507	0	1	1	2
OG0023508	0	1	1	2
OG0023509	0	1	1	2
OG0023510	0	1	1	2
OG0023511	0	1	1	2
OG0023512	0	1	1	2
OG0023513	0	1	1	2
OG0023514	0	1	1	2
OG0023515	0	1	1	2
OG0023516	0	1	1	2
OG0023517	0	1	1	2
OG0023518	0	1	1	2
OG0023519	0	1	1	2
OG0023520	0	1	1	2
OG0023521	0	1	1	2
OG0023522	0	2	0	2
OG0023523	0	1	1	2
OG0023524	0	1	1	2
OG0023525	0	2	0	2
OG0023526	0	2	0	2
OG0023527	0	1	1	2
OG0023528	0	1	1	2
OG0023529	0	2	0	2
OG0023530	0	1	1	2
OG0023531	0	1	1	2
OG0023532	0	1	1	2
OG0023533	0	1	1	2
OG0023534	0	1	1	2
OG0023535	0	1	1	2
OG0023536	0	1	1	2
OG0023537	0	1	1	2
OG0023538	0	1	1	2
OG0023539	0	1	1	2
OG0023540	0	1	1	2
OG0023541	0	1	1	2
OG0023542	0	1	1	2
OG0023543	0	2	0	2
OG0023544	0	1	1	2
OG0023545	0	1	1	2
OG0023546	0	1	1	2
OG0023547	0	1	1	2
OG0023548	0	1	1	2
OG0023549	0	1	1	2
OG0023550	0	2	0	2
OG0023551	0	2	0	2
OG0023552	0	1	1	2
OG0023553	0	1	1	2
OG0023554	0	1	1	2
OG0023555	0	2	0	2
OG0023556	0	1	1	2
OG0023557	0	1	1	2
OG0023558	0	1	1	2
OG0023559	0	1	1	2
OG0023560	0	2	0	2
OG0023561	0	1	1	2
OG0023562	0	2	0	2
OG0023563	0	2	0	2
OG0023564	0	1	1	2
OG0023565	0	1	1	2
OG0023566	0	1	1	2
OG0023567	0	1	1	2
OG0023568	0	2	0	2
OG0023569	0	1	1	2
OG0023570	0	1	1	2
OG0023571	0	1	1	2
OG0023572	0	1	1	2
OG0023573	0	1	1	2
OG0023574	0	1	1	2
OG0023575	0	1	1	2
OG0023576	0	1	1	2
OG0023577	0	1	1	2
OG0023578	0	1	1	2
OG0023579	0	1	1	2
OG0023580	0	1	1	2
OG0023581	0	1	1	2
OG0023582	0	1	1	2
OG0023583	0	1	1	2
OG0023584	0	1	1	2
OG0023585	0	2	0	2
OG0023586	0	1	1	2
OG0023587	0	1	1	2
OG0023588	0	1	1	2
OG0023589	0	1	1	2
OG0023590	0	1	1	2
OG0023591	0	1	1	2
OG0023592	0	1	1	2
OG0023593	0	1	1	2
OG0023594	0	1	1	2
OG0023595	0	2	0	2
OG0023596	0	2	0	2
OG0023597	0	1	1	2
OG0023598	0	1	1	2
OG0023599	0	1	1	2
OG0023600	0	1	1	2
OG0023601	0	2	0	2
OG0023602	0	2	0	2
OG0023603	0	1	1	2
OG0023604	0	2	0	2
OG0023605	0	1	1	2
OG0023606	0	2	0	2
OG0023607	0	1	1	2
OG0023608	0	1	1	2
OG0023609	0	1	1	2
OG0023610	0	1	1	2
OG0023611	0	1	1	2
OG0023612	0	1	1	2
OG0023613	0	1	1	2
OG0023614	0	1	1	2
OG0023615	0	1	1	2
OG0023616	0	1	1	2
OG0023617	0	1	1	2
OG0023618	0	1	1	2
OG0023619	0	1	1	2
OG0023620	0	2	0	2
OG0023621	0	1	1	2
OG0023622	0	1	1	2
OG0023623	0	1	1	2
OG0023624	0	1	1	2
OG0023625	0	1	1	2
OG0023626	0	1	1	2
OG0023627	0	1	1	2
OG0023628	0	1	1	2
OG0023629	0	1	1	2
OG0023630	0	1	1	2
OG0023631	0	1	1	2
OG0023632	0	1	1	2
OG0023633	0	1	1	2
OG0023634	0	1	1	2
OG0023635	0	1	1	2
OG0023636	0	1	1	2
OG0023637	0	1	1	2
OG0023638	0	1	1	2
OG0023639	0	1	1	2
OG0023640	0	1	1	2
OG0023641	0	2	0	2
OG0023642	0	1	1	2
OG0023643	0	1	1	2
OG0023644	0	1	1	2
OG0023645	0	1	1	2
OG0023646	0	1	1	2
OG0023647	0	1	1	2
OG0023648	0	1	1	2
OG0023649	0	1	1	2
OG0023650	0	1	1	2
OG0023651	0	1	1	2
OG0023652	0	2	0	2
OG0023653	0	1	1	2
OG0023654	0	1	1	2
OG0023655	0	1	1	2
OG0023656	0	1	1	2
OG0023657	0	1	1	2
OG0023658	0	1	1	2
OG0023659	0	1	1	2
OG0023660	0	1	1	2
OG0023661	0	2	0	2
OG0023662	0	1	1	2
OG0023663	0	1	1	2
OG0023664	0	2	0	2
OG0023665	0	2	0	2
OG0023666	0	1	1	2
OG0023667	0	1	1	2
OG0023668	0	1	1	2
OG0023669	0	1	1	2
OG0023670	0	1	1	2
OG0023671	0	1	1	2
OG0023672	0	1	1	2
OG0023673	0	1	1	2
OG0023674	0	1	1	2
OG0023675	0	1	1	2
OG0023676	0	1	1	2
OG0023677	0	1	1	2
OG0023678	0	2	0	2
OG0023679	0	1	1	2
OG0023680	0	1	1	2
OG0023681	0	2	0	2
OG0023682	0	2	0	2
OG0023683	0	1	1	2
OG0023684	0	1	1	2
OG0023685	0	1	1	2
OG0023686	0	1	1	2
OG0023687	0	1	1	2
OG0023688	0	1	1	2
OG0023689	0	1	1	2
OG0023690	0	1	1	2
OG0023691	0	2	0	2
OG0023692	0	1	1	2
OG0023693	0	1	1	2
OG0023694	0	1	1	2
OG0023695	0	1	1	2
OG0023696	0	1	1	2
OG0023697	0	2	0	2
OG0023698	0	1	1	2
OG0023699	0	1	1	2
OG0023700	0	1	1	2
OG0023701	0	1	1	2
OG0023702	0	2	0	2
OG0023703	0	2	0	2
OG0023704	0	1	1	2
OG0023705	0	1	1	2
OG0023706	0	1	1	2
OG0023707	0	1	1	2
OG0023708	0	1	1	2
OG0023709	0	1	1	2
OG0023710	0	1	1	2
OG0023711	0	1	1	2
OG0023712	0	1	1	2
OG0023713	0	2	0	2
OG0023714	0	1	1	2
OG0023715	0	1	1	2
OG0023716	0	1	1	2
OG0023717	0	1	1	2
OG0023718	0	1	1	2
OG0023719	0	1	1	2
OG0023720	0	1	1	2
OG0023721	0	1	1	2
OG0023722	0	1	1	2
OG0023723	0	1	1	2
OG0023724	0	1	1	2
OG0023725	0	2	0	2
OG0023726	0	1	1	2
OG0023727	0	1	1	2
OG0023728	0	1	1	2
OG0023729	0	2	0	2
OG0023730	0	1	1	2
OG0023731	0	1	1	2
OG0023732	0	1	1	2
OG0023733	0	1	1	2
OG0023734	0	2	0	2
OG0023735	0	1	1	2
OG0023736	0	1	1	2
OG0023737	0	1	1	2
OG0023738	0	2	0	2
OG0023739	0	2	0	2
OG0023740	0	1	1	2
OG0023741	0	1	1	2
OG0023742	0	1	1	2
OG0023743	0	1	1	2
OG0023744	0	2	0	2
OG0023745	0	1	1	2
OG0023746	0	1	1	2
OG0023747	0	1	1	2
OG0023748	0	2	0	2
OG0023749	0	1	1	2
OG0023750	0	1	1	2
OG0023751	0	1	1	2
OG0023752	0	1	1	2
OG0023753	0	1	1	2
OG0023754	0	1	1	2
OG0023755	0	1	1	2
OG0023756	0	1	1	2
OG0023757	0	1	1	2
OG0023758	0	1	1	2
OG0023759	0	1	1	2
OG0023760	0	1	1	2
OG0023761	0	1	1	2
OG0023762	0	2	0	2
OG0023763	0	2	0	2
OG0023764	0	1	1	2
OG0023765	0	2	0	2
OG0023766	0	1	1	2
OG0023767	0	1	1	2
OG0023768	0	1	1	2
OG0023769	0	2	0	2
OG0023770	0	2	0	2
OG0023771	0	1	1	2
OG0023772	0	2	0	2
OG0023773	0	2	0	2
OG0023774	0	1	1	2
OG0023775	0	1	1	2
OG0023776	0	1	1	2
OG0023777	0	2	0	2
OG0023778	0	1	1	2
OG0023779	0	1	1	2
OG0023780	0	1	1	2
OG0023781	0	1	1	2
OG0023782	0	1	1	2
OG0023783	0	1	1	2
OG0023784	0	1	1	2
OG0023785	0	1	1	2
OG0023786	0	2	0	2
OG0023787	0	1	1	2
OG0023788	0	1	1	2
OG0023789	0	1	1	2
OG0023790	0	1	1	2
OG0023791	0	1	1	2
OG0023792	0	1	1	2
OG0023793	0	2	0	2
OG0023794	0	1	1	2
OG0023795	0	1	1	2
OG0023796	0	1	1	2
OG0023797	0	1	1	2
OG0023798	0	2	0	2
OG0023799	0	1	1	2
OG0023800	0	1	1	2
OG0023801	0	1	1	2
OG0023802	0	1	1	2
OG0023803	0	1	1	2
OG0023804	0	1	1	2
OG0023805	0	1	1	2
OG0023806	0	1	1	2
OG0023807	0	2	0	2
OG0023808	0	1	1	2
OG0023809	0	1	1	2
OG0023810	0	1	1	2
OG0023811	0	1	1	2
OG0023812	0	1	1	2
OG0023813	0	1	1	2
OG0023814	0	1	1	2
OG0023815	0	2	0	2
OG0023816	0	1	1	2
OG0023817	0	1	1	2
OG0023818	0	1	1	2
OG0023819	0	1	1	2
OG0023820	0	1	1	2
OG0023821	0	1	1	2
OG0023822	0	1	1	2
OG0023823	0	1	1	2
OG0023824	0	2	0	2
OG0023825	0	1	1	2
OG0023826	0	1	1	2
OG0023827	0	1	1	2
OG0023828	0	1	1	2
OG0023829	0	1	1	2
OG0023830	0	1	1	2
OG0023831	0	1	1	2
OG0023832	0	1	1	2
OG0023833	0	1	1	2
OG0023834	0	2	0	2
OG0023835	0	2	0	2
OG0023836	0	1	1	2
OG0023837	0	1	1	2
OG0023838	0	1	1	2
OG0023839	0	2	0	2
OG0023840	0	1	1	2
OG0023841	0	1	1	2
OG0023842	0	1	1	2
OG0023843	0	2	0	2
OG0023844	0	1	1	2
OG0023845	0	1	1	2
OG0023846	0	1	1	2
OG0023847	0	1	1	2
OG0023848	0	1	1	2
OG0023849	0	1	1	2
OG0023850	0	2	0	2
OG0023851	0	1	1	2
OG0023852	0	1	1	2
OG0023853	0	1	1	2
OG0023854	0	1	1	2
OG0023855	0	1	1	2
OG0023856	0	1	1	2
OG0023857	0	2	0	2
OG0023858	0	2	0	2
OG0023859	0	2	0	2
OG0023860	0	2	0	2
OG0023861	0	2	0	2
OG0023862	0	2	0	2
OG0023863	0	1	1	2
OG0023864	0	1	1	2
OG0023865	0	1	1	2
OG0023866	0	1	1	2
OG0023867	0	1	1	2
OG0023868	0	1	1	2
OG0023869	0	1	1	2
OG0023870	0	2	0	2
OG0023871	0	1	1	2
OG0023872	0	1	1	2
OG0023873	0	1	1	2
OG0023874	0	1	1	2
OG0023875	0	2	0	2
OG0023876	0	1	1	2
OG0023877	0	2	0	2
OG0023878	0	1	1	2
OG0023879	0	1	1	2
OG0023880	0	1	1	2
OG0023881	0	1	1	2
OG0023882	0	1	1	2
OG0023883	0	2	0	2
OG0023884	0	1	1	2
OG0023885	0	2	0	2
OG0023886	0	2	0	2
OG0023887	0	1	1	2
OG0023888	0	1	1	2
OG0023889	0	2	0	2
OG0023890	0	1	1	2
OG0023891	0	1	1	2
OG0023892	0	2	0	2
OG0023893	0	1	1	2
OG0023894	0	1	1	2
OG0023895	0	2	0	2
OG0023896	0	1	1	2
OG0023897	0	1	1	2
OG0023898	0	1	1	2
OG0023899	0	1	1	2
OG0023900	0	1	1	2
OG0023901	0	1	1	2
OG0023902	0	1	1	2
OG0023903	0	1	1	2
OG0023904	0	1	1	2
OG0023905	0	2	0	2
OG0023906	0	1	1	2
OG0023907	0	1	1	2
OG0023908	0	1	1	2
OG0023909	0	1	1	2
OG0023910	0	1	1	2
OG0023911	0	1	1	2
OG0023912	0	1	1	2
OG0023913	0	2	0	2
OG0023914	0	2	0	2
OG0023915	0	2	0	2
OG0023916	0	2	0	2
OG0023917	0	1	1	2
OG0023918	0	2	0	2
OG0023919	0	1	1	2
OG0023920	0	1	1	2
OG0023921	0	1	1	2
OG0023922	0	1	1	2
OG0023923	0	1	1	2
OG0023924	0	1	1	2
OG0023925	0	2	0	2
OG0023926	0	1	1	2
OG0023927	0	1	1	2
OG0023928	0	1	1	2
OG0023929	0	1	1	2
OG0023930	0	1	1	2
OG0023931	0	1	1	2
OG0023932	0	2	0	2
OG0023933	0	1	1	2
OG0023934	0	1	1	2
OG0023935	0	1	1	2
OG0023936	0	2	0	2
OG0023937	0	1	1	2
OG0023938	0	1	1	2
OG0023939	0	1	1	2
OG0023940	0	2	0	2
OG0023941	0	1	1	2
OG0023942	0	1	1	2
OG0023943	0	1	1	2
OG0023944	0	1	1	2
OG0023945	0	1	1	2
OG0023946	0	1	1	2
OG0023947	0	1	1	2
OG0023948	0	1	1	2
OG0023949	0	1	1	2
OG0023950	0	1	1	2
OG0023951	0	2	0	2
OG0023952	0	1	1	2
OG0023953	0	1	1	2
OG0023954	0	1	1	2
OG0023955	0	1	1	2
OG0023956	0	1	1	2
OG0023957	0	2	0	2
OG0023958	0	1	1	2
OG0023959	0	2	0	2
OG0023960	0	1	1	2
OG0023961	0	1	1	2
OG0023962	0	1	1	2
OG0023963	0	1	1	2
OG0023964	0	1	1	2
OG0023965	0	1	1	2
OG0023966	0	1	1	2
OG0023967	0	1	1	2
OG0023968	0	1	1	2
OG0023969	0	1	1	2
OG0023970	0	1	1	2
OG0023971	0	1	1	2
OG0023972	0	1	1	2
OG0023973	0	1	1	2
OG0023974	0	1	1	2
OG0023975	0	1	1	2
OG0023976	0	2	0	2
OG0023977	0	1	1	2
OG0023978	0	1	1	2
OG0023979	0	1	1	2
OG0023980	0	1	1	2
OG0023981	0	1	1	2
OG0023982	0	1	1	2
OG0023983	0	1	1	2
OG0023984	0	2	0	2
OG0023985	0	1	1	2
OG0023986	0	2	0	2
OG0023987	0	2	0	2
OG0023988	0	2	0	2
OG0023989	0	1	1	2
OG0023990	0	1	1	2
OG0023991	0	1	1	2
OG0023992	0	2	0	2
OG0023993	0	1	1	2
OG0023994	0	1	1	2
OG0023995	0	1	1	2
OG0023996	0	1	1	2
OG0023997	0	1	1	2
OG0023998	0	1	1	2
OG0023999	0	1	1	2
OG0024000	0	1	1	2
OG0024001	0	2	0	2
OG0024002	0	1	1	2
OG0024003	0	1	1	2
OG0024004	0	1	1	2
OG0024005	0	1	1	2
OG0024006	0	1	1	2
OG0024007	0	1	1	2
OG0024008	0	1	1	2
OG0024009	0	1	1	2
OG0024010	0	1	1	2
OG0024011	0	1	1	2
OG0024012	0	1	1	2
OG0024013	0	1	1	2
OG0024014	0	1	1	2
OG0024015	0	1	1	2
OG0024016	0	1	1	2
OG0024017	0	1	1	2
OG0024018	0	1	1	2
OG0024019	0	1	1	2
OG0024020	0	1	1	2
OG0024021	0	1	1	2
OG0024022	0	1	1	2
OG0024023	0	1	1	2
OG0024024	0	1	1	2
OG0024025	0	2	0	2
OG0024026	0	2	0	2
OG0024027	0	1	1	2
OG0024028	0	1	1	2
OG0024029	0	1	1	2
OG0024030	0	1	1	2
OG0024031	0	1	1	2
OG0024032	0	1	1	2
OG0024033	0	2	0	2
OG0024034	0	2	0	2
OG0024035	0	1	1	2
OG0024036	0	1	1	2
OG0024037	0	1	1	2
OG0024038	0	2	0	2
OG0024039	0	2	0	2
OG0024040	0	1	1	2
OG0024041	0	1	1	2
OG0024042	0	1	1	2
OG0024043	0	1	1	2
OG0024044	0	2	0	2
OG0024045	0	1	1	2
OG0024046	0	1	1	2
OG0024047	0	1	1	2
OG0024048	0	1	1	2
OG0024049	0	1	1	2
OG0024050	0	2	0	2
OG0024051	0	1	1	2
OG0024052	0	1	1	2
OG0024053	0	1	1	2
OG0024054	0	2	0	2
OG0024055	0	1	1	2
OG0024056	0	1	1	2
OG0024057	0	1	1	2
OG0024058	0	1	1	2
OG0024059	0	1	1	2
OG0024060	0	1	1	2
OG0024061	0	1	1	2
OG0024062	0	1	1	2
OG0024063	0	2	0	2
OG0024064	0	1	1	2
OG0024065	0	1	1	2
OG0024066	0	1	1	2
OG0024067	0	1	1	2
OG0024068	0	1	1	2
OG0024069	0	1	1	2
OG0024070	0	1	1	2
OG0024071	0	2	0	2
OG0024072	0	1	1	2
OG0024073	0	1	1	2
OG0024074	0	1	1	2
OG0024075	0	2	0	2
OG0024076	0	1	1	2
OG0024077	0	1	1	2
OG0024078	0	1	1	2
OG0024079	0	1	1	2
OG0024080	0	1	1	2
OG0024081	0	1	1	2
OG0024082	0	1	1	2
OG0024083	0	1	1	2
OG0024084	0	1	1	2
OG0024085	0	1	1	2
OG0024086	0	1	1	2
OG0024087	0	1	1	2
OG0024088	0	1	1	2
OG0024089	0	1	1	2
OG0024090	0	1	1	2
OG0024091	0	1	1	2
OG0024092	0	1	1	2
OG0024093	0	1	1	2
OG0024094	0	2	0	2
OG0024095	0	2	0	2
OG0024096	0	1	1	2
OG0024097	0	1	1	2
OG0024098	0	1	1	2
OG0024099	0	1	1	2
OG0024100	0	1	1	2
OG0024101	0	1	1	2
OG0024102	0	1	1	2
OG0024103	0	1	1	2
OG0024104	0	2	0	2
OG0024105	0	1	1	2
OG0024106	0	2	0	2
OG0024107	0	1	1	2
OG0024108	0	1	1	2
OG0024109	0	1	1	2
OG0024110	0	1	1	2
OG0024111	0	1	1	2
OG0024112	0	1	1	2
OG0024113	0	1	1	2
OG0024114	0	1	1	2
OG0024115	0	1	1	2
OG0024116	0	1	1	2
OG0024117	0	1	1	2
OG0024118	0	1	1	2
OG0024119	0	1	1	2
OG0024120	0	2	0	2
OG0024121	0	1	1	2
OG0024122	0	1	1	2
OG0024123	0	2	0	2
OG0024124	0	1	1	2
OG0024125	0	1	1	2
OG0024126	0	1	1	2
OG0024127	0	2	0	2
OG0024128	0	1	1	2
OG0024129	0	1	1	2
OG0024130	0	1	1	2
OG0024131	0	1	1	2
OG0024132	0	1	1	2
OG0024133	0	1	1	2
OG0024134	0	1	1	2
OG0024135	0	1	1	2
OG0024136	0	1	1	2
OG0024137	0	1	1	2
OG0024138	0	1	1	2
OG0024139	0	1	1	2
OG0024140	0	1	1	2
OG0024141	0	1	1	2
OG0024142	0	1	1	2
OG0024143	0	1	1	2
OG0024144	0	1	1	2
OG0024145	0	1	1	2
OG0024146	0	1	1	2
OG0024147	0	1	1	2
OG0024148	0	2	0	2
OG0024149	0	2	0	2
OG0024150	0	1	1	2
OG0024151	0	1	1	2
OG0024152	0	1	1	2
OG0024153	0	1	1	2
OG0024154	0	1	1	2
OG0024155	0	1	1	2
OG0024156	0	1	1	2
OG0024157	0	1	1	2
OG0024158	0	1	1	2
OG0024159	0	1	1	2
OG0024160	0	1	1	2
OG0024161	0	1	1	2
OG0024162	0	1	1	2
OG0024163	0	1	1	2
OG0024164	0	1	1	2
OG0024165	0	1	1	2
OG0024166	0	1	1	2
OG0024167	0	1	1	2
OG0024168	0	1	1	2
OG0024169	0	1	1	2
OG0024170	0	1	1	2
OG0024171	0	1	1	2
OG0024172	0	1	1	2
OG0024173	0	1	1	2
OG0024174	0	1	1	2
OG0024175	0	1	1	2
OG0024176	0	1	1	2
OG0024177	0	1	1	2
OG0024178	0	2	0	2
OG0024179	0	2	0	2
OG0024180	0	1	1	2
OG0024181	0	1	1	2
OG0024182	0	1	1	2
OG0024183	0	1	1	2
OG0024184	0	1	1	2
OG0024185	0	1	1	2
OG0024186	0	1	1	2
OG0024187	0	1	1	2
OG0024188	0	1	1	2
OG0024189	0	1	1	2
OG0024190	0	1	1	2
OG0024191	0	1	1	2
OG0024192	0	1	1	2
OG0024193	0	1	1	2
OG0024194	0	2	0	2
OG0024195	0	1	1	2
OG0024196	0	1	1	2
OG0024197	0	1	1	2
OG0024198	0	1	1	2
OG0024199	0	1	1	2
OG0024200	0	1	1	2
OG0024201	0	1	1	2
OG0024202	0	1	1	2
OG0024203	0	1	1	2
OG0024204	0	1	1	2
OG0024205	0	1	1	2
OG0024206	0	1	1	2
OG0024207	0	1	1	2
OG0024208	0	1	1	2
OG0024209	0	1	1	2
OG0024210	0	1	1	2
OG0024211	0	1	1	2
OG0024212	0	1	1	2
OG0024213	0	2	0	2
OG0024214	0	1	1	2
OG0024215	0	1	1	2
OG0024216	0	1	1	2
OG0024217	0	1	1	2
OG0024218	0	2	0	2
OG0024219	0	2	0	2
OG0024220	0	1	1	2
OG0024221	0	1	1	2
OG0024222	0	1	1	2
OG0024223	0	1	1	2
OG0024224	0	1	1	2
OG0024225	0	1	1	2
OG0024226	0	1	1	2
OG0024227	0	1	1	2
OG0024228	0	1	1	2
OG0024229	0	1	1	2
OG0024230	0	1	1	2
OG0024231	0	1	1	2
OG0024232	0	1	1	2
OG0024233	0	1	1	2
OG0024234	0	1	1	2
OG0024235	0	1	1	2
OG0024236	0	1	1	2
OG0024237	0	1	1	2
OG0024238	0	1	1	2
OG0024239	0	2	0	2
OG0024240	0	1	1	2
OG0024241	0	1	1	2
OG0024242	0	1	1	2
OG0024243	0	1	1	2
OG0024244	0	1	1	2
OG0024245	0	2	0	2
OG0024246	0	1	1	2
OG0024247	0	1	1	2
OG0024248	0	1	1	2
OG0024249	0	1	1	2
OG0024250	0	1	1	2
OG0024251	0	1	1	2
OG0024252	0	2	0	2
OG0024253	0	1	1	2
OG0024254	0	1	1	2
OG0024255	0	1	1	2
OG0024256	0	2	0	2
OG0024257	0	1	1	2
OG0024258	0	1	1	2
OG0024259	0	1	1	2
OG0024260	0	1	1	2
OG0024261	0	1	1	2
OG0024262	0	1	1	2
OG0024263	0	1	1	2
OG0024264	0	1	1	2
OG0024265	0	1	1	2
OG0024266	0	1	1	2
OG0024267	0	1	1	2
OG0024268	0	1	1	2
OG0024269	0	1	1	2
OG0024270	0	1	1	2
OG0024271	0	2	0	2
OG0024272	0	1	1	2
OG0024273	0	1	1	2
OG0024274	0	1	1	2
OG0024275	0	1	1	2
OG0024276	0	1	1	2
OG0024277	0	1	1	2
OG0024278	0	1	1	2
OG0024279	0	1	1	2
OG0024280	0	1	1	2
OG0024281	0	2	0	2
OG0024282	0	1	1	2
OG0024283	0	1	1	2
OG0024284	0	1	1	2
OG0024285	0	1	1	2
OG0024286	0	1	1	2
OG0024287	0	1	1	2
OG0024288	0	1	1	2
OG0024289	0	1	1	2
OG0024290	0	1	1	2
OG0024291	0	1	1	2
OG0024292	0	1	1	2
OG0024293	0	1	1	2
OG0024294	0	1	1	2
OG0024295	0	1	1	2
OG0024296	0	1	1	2
OG0024297	0	2	0	2
OG0024298	0	1	1	2
OG0024299	0	1	1	2
OG0024300	0	2	0	2
OG0024301	0	1	1	2
OG0024302	0	1	1	2
OG0024303	0	1	1	2
OG0024304	0	1	1	2
OG0024305	0	1	1	2
OG0024306	0	2	0	2
OG0024307	0	1	1	2
OG0024308	0	1	1	2
OG0024309	0	1	1	2
OG0024310	0	1	1	2
OG0024311	0	1	1	2
OG0024312	0	1	1	2
OG0024313	0	1	1	2
OG0024314	0	1	1	2
OG0024315	0	1	1	2
OG0024316	0	1	1	2
OG0024317	0	1	1	2
OG0024318	0	1	1	2
OG0024319	0	1	1	2
OG0024320	0	1	1	2
OG0024321	0	1	1	2
OG0024322	0	1	1	2
OG0024323	0	1	1	2
OG0024324	0	1	1	2
OG0024325	0	1	1	2
OG0024326	0	1	1	2
OG0024327	0	1	1	2
OG0024328	0	1	1	2
OG0024329	0	1	1	2
OG0024330	0	1	1	2
OG0024331	0	1	1	2
OG0024332	0	1	1	2
OG0024333	0	1	1	2
OG0024334	0	1	1	2
OG0024335	0	1	1	2
OG0024336	0	1	1	2
OG0024337	0	1	1	2
OG0024338	0	1	1	2
OG0024339	0	1	1	2
OG0024340	0	1	1	2
OG0024341	0	1	1	2
OG0024342	0	1	1	2
OG0024343	0	1	1	2
OG0024344	0	1	1	2
OG0024345	0	1	1	2
OG0024346	0	1	1	2
OG0024347	0	1	1	2
OG0024348	0	1	1	2
OG0024349	0	1	1	2
OG0024350	0	1	1	2
OG0024351	0	1	1	2
OG0024352	0	1	1	2
OG0024353	0	1	1	2
OG0024354	0	1	1	2
OG0024355	0	1	1	2
OG0024356	0	2	0	2
OG0024357	0	1	1	2
OG0024358	0	1	1	2
OG0024359	0	1	1	2
OG0024360	0	1	1	2
OG0024361	0	1	1	2
OG0024362	0	1	1	2
OG0024363	0	1	1	2
OG0024364	0	1	1	2
OG0024365	0	1	1	2
OG0024366	0	1	1	2
OG0024367	0	1	1	2
OG0024368	0	1	1	2
OG0024369	0	1	1	2
OG0024370	0	1	1	2
OG0024371	0	1	1	2
OG0024372	0	1	1	2
OG0024373	0	1	1	2
OG0024374	0	1	1	2
OG0024375	0	1	1	2
OG0024376	0	1	1	2
OG0024377	0	1	1	2
OG0024378	0	1	1	2
OG0024379	0	1	1	2
OG0024380	0	1	1	2
OG0024381	0	1	1	2
